Date,High,Low,Open,Close,Volume,Adj Close
2016-09-01,116.56999969482422,115.13999938964844,116.12999725341797,116.43000030517578,594800.0,105.39038848876953
2016-09-02,117.76000213623047,116.62000274658203,117.16000366210938,117.08000183105469,434000.0,105.978759765625
2016-09-06,117.56999969482422,116.22000122070312,117.37999725341797,116.5,437700.0,105.4537582397461
2016-09-07,116.94999694824219,116.13999938964844,116.5,116.44000244140625,594900.0,105.39944458007812
2016-09-08,116.83999633789062,115.88999938964844,116.41000366210938,116.20999908447266,485800.0,105.1912612915039
2016-09-09,115.48999786376953,112.5,115.27999877929688,112.5,719100.0,101.83301544189453
2016-09-12,115.05999755859375,111.5199966430664,112.36000061035156,114.72000122070312,729200.0,103.84253692626953
2016-09-13,114.70999908447266,113.30999755859375,113.36000061035156,114.18000030517578,882400.0,103.35374450683594
2016-09-14,115.06999969482422,113.27999877929688,114.04000091552734,114.55000305175781,755800.0,103.68864440917969
2016-09-15,115.6500015258789,114.33000183105469,114.73999786376953,115.44999694824219,732500.0,104.5033187866211
2016-09-16,114.58999633789062,113.2699966430664,114.58999633789062,113.88999938964844,1399900.0,103.09123229980469
2016-09-19,115.58999633789062,114.37999725341797,114.51000213623047,114.94000244140625,694600.0,104.04167938232422
2016-09-20,116.75,114.9800033569336,115.62000274658203,115.04000091552734,683900.0,104.1322021484375
2016-09-21,117.12999725341797,115.19999694824219,115.66999816894531,117.02999877929688,663600.0,105.93350219726562
2016-09-22,119.19000244140625,117.66999816894531,118.11000061035156,118.58000183105469,786000.0,107.3365478515625
2016-09-23,118.08000183105469,115.76000213623047,117.94000244140625,115.7699966430664,498600.0,104.79297637939453
2016-09-26,116.06999969482422,114.48999786376953,115.41000366210938,114.58999633789062,501000.0,103.72486877441406
2016-09-27,115.68000030517578,113.5,114.16000366210938,115.62000274658203,477100.0,104.6572036743164
2016-09-28,117.81999969482422,116.04000091552734,116.04000091552734,117.69999694824219,738400.0,106.53996276855469
2016-09-29,118.33000183105469,116.83999633789062,117.37000274658203,117.12000274658203,829900.0,106.01496887207031
2016-09-30,123.11000061035156,119.2699966430664,119.5,122.33999633789062,2568200.0,110.74002838134766
2016-10-03,121.94000244140625,119.13999938964844,121.61000061035156,120.56999969482422,1096200.0,109.13785552978516
2016-10-04,123.4800033569336,119.01000213623047,120.98999786376953,119.19000244140625,957800.0,107.8886947631836
2016-10-05,121.41999816894531,119.4800033569336,119.83000183105469,121.23999786376953,584600.0,109.74432373046875
2016-10-06,121.19999694824219,119.94999694824219,121.19999694824219,120.66999816894531,341000.0,109.22836303710938
2016-10-07,120.20999908447266,118.55000305175781,120.12999725341797,119.69999694824219,887200.0,108.35033416748047
2016-10-10,120.12999725341797,116.9000015258789,120.0199966430664,117.04000091552734,1696100.0,105.94253540039062
2016-10-11,116.62999725341797,114.45999908447266,116.44999694824219,115.19999694824219,882900.0,104.27701568603516
2016-10-12,116.70999908447266,114.4800033569336,115.38999938964844,116.2699966430664,595000.0,105.24555206298828
2016-10-13,116.87999725341797,115.08999633789062,115.4800033569336,116.30000305175781,931300.0,105.27272033691406
2016-10-14,118.16999816894531,116.77999877929688,117.4000015258789,116.80000305175781,942900.0,105.72531127929688
2016-10-17,116.95999908447266,115.36000061035156,116.37000274658203,115.5199966430664,757600.0,104.5666732788086
2016-10-18,117.12000274658203,115.72000122070312,116.76000213623047,115.97000122070312,549100.0,104.97401428222656
2016-10-19,118.30000305175781,115.66000366210938,116.06999969482422,117.44999694824219,646700.0,106.31368255615234
2016-10-20,118.19999694824219,116.43000030517578,117.13999938964844,118.01000213623047,827700.0,106.82058715820312
2016-10-21,126.1500015258789,116.27999877929688,116.94000244140625,122.98999786376953,6596300.0,111.3283920288086
2016-10-24,124.5,119.08000183105469,123.91000366210938,119.66999816894531,2482600.0,108.32319641113281
2016-10-25,119.44999694824219,117.9000015258789,118.72000122070312,118.62000274658203,884800.0,107.37273406982422
2016-10-26,121.18000030517578,118.36000061035156,118.48999786376953,120.62000274658203,734200.0,109.18311309814453
2016-10-27,121.0199966430664,117.87999725341797,120.5,118.20999908447266,847000.0,107.00163269042969
2016-10-28,120.05999755859375,118.02999877929688,118.48999786376953,118.80000305175781,620300.0,107.5356674194336
2016-10-31,120.37000274658203,118.52999877929688,119.4800033569336,119.72000122070312,790400.0,108.36844635009766
2016-11-01,120.7300033569336,118.12999725341797,120.23999786376953,118.95999908447266,842800.0,107.68050384521484
2016-11-02,119.43000030517578,118.0,118.83000183105469,118.30999755859375,626600.0,107.09214782714844
2016-11-03,118.88999938964844,117.23999786376953,118.88999938964844,117.47000122070312,608700.0,106.331787109375
2016-11-04,119.36000061035156,117.51000213623047,117.79000091552734,117.55999755859375,1143900.0,106.41323852539062
2016-11-07,124.9000015258789,120.45999908447266,120.45999908447266,124.23999786376953,1863300.0,112.4598617553711
2016-11-08,125.76000213623047,123.69000244140625,124.5,125.02999877929688,1080800.0,113.17495727539062
2016-11-09,128.00999450683594,123.06999969482422,123.08999633789062,126.8499984741211,1419800.0,115.52462005615234
2016-11-10,130.85000610351562,127.30000305175781,128.11000061035156,130.75,1572600.0,119.076416015625
2016-11-11,131.72000122070312,129.27999877929688,129.85000610351562,131.7100067138672,1021500.0,119.9507064819336
2016-11-14,133.27999877929688,131.83999633789062,132.0,132.22000122070312,1525700.0,120.41516876220703
2016-11-15,133.5399932861328,129.69000244140625,131.99000549316406,133.47999572753906,988000.0,121.56266784667969
2016-11-16,133.47000122070312,132.1199951171875,132.36000061035156,133.3800048828125,814700.0,121.47161102294922
2016-11-17,133.67999267578125,131.8300018310547,133.5,131.9499969482422,730500.0,120.16930389404297
2016-11-18,132.49000549316406,131.0500030517578,131.5500030517578,131.1999969482422,608200.0,119.48623657226562
2016-11-21,132.5,131.49000549316406,131.99000549316406,131.7100067138672,660800.0,119.9507064819336
2016-11-22,132.14999389648438,130.8800048828125,132.14999389648438,131.7100067138672,758600.0,119.9507064819336
2016-11-23,132.02999877929688,131.1300048828125,131.1300048828125,131.86000061035156,684000.0,120.08731842041016
2016-11-25,132.9600067138672,131.85000610351562,131.92999267578125,132.9199981689453,374600.0,121.05268096923828
2016-11-28,132.88999938964844,130.39999389648438,132.33999633789062,130.5,843100.0,118.84874725341797
2016-11-29,131.9199981689453,129.66000366210938,130.4499969482422,131.33999633789062,851800.0,119.61372375488281
2016-11-30,134.27000427246094,131.9199981689453,131.9199981689453,133.7100067138672,1183400.0,121.77217864990234
2016-12-01,138.75999450683594,134.2100067138672,134.47999572753906,137.19000244140625,2044400.0,124.94147491455078
2016-12-02,137.8000030517578,135.49000549316406,136.6999969482422,136.7899932861328,1273900.0,124.57713317871094
2016-12-05,138.0,135.5399932861328,137.22000122070312,136.22000122070312,2048300.0,124.05805969238281
2016-12-06,136.47000122070312,135.47000122070312,135.6999969482422,136.39999389648438,1001500.0,124.22196197509766
2016-12-07,139.16000366210938,135.8800048828125,136.3300018310547,138.92999267578125,734200.0,126.52606201171875
2016-12-08,138.3699951171875,136.77000427246094,138.3699951171875,137.61000061035156,744800.0,125.32394409179688
2016-12-09,139.63999938964844,137.72000122070312,137.80999755859375,139.55999755859375,710800.0,127.09984588623047
2016-12-12,139.5800018310547,136.80999755859375,139.55999755859375,137.39999389648438,905900.0,125.13265991210938
2016-12-13,138.24000549316406,136.52999877929688,137.60000610351562,137.07000732421875,1098300.0,124.83218383789062
2016-12-14,137.97999572753906,135.39999389648438,136.77999877929688,135.57000732421875,903600.0,123.46609497070312
2016-12-15,136.49000549316406,135.2100067138672,135.7100067138672,136.2100067138672,837900.0,124.04895782470703
2016-12-16,136.85000610351562,134.44000244140625,136.0800018310547,134.91000366210938,1545300.0,122.86497497558594
2016-12-19,136.16000366210938,134.02000427246094,135.55999755859375,134.8300018310547,896900.0,122.79215240478516
2016-12-20,135.75999450683594,134.47000122070312,135.02999877929688,135.57000732421875,1078600.0,123.46609497070312
2016-12-21,136.72999572753906,135.02999877929688,135.60000610351562,135.57000732421875,633600.0,123.46609497070312
2016-12-22,136.07000732421875,134.8000030517578,135.58999633789062,135.57000732421875,631000.0,123.46609497070312
2016-12-23,136.47000122070312,135.10000610351562,135.39999389648438,136.00999450683594,386000.0,123.86680603027344
2016-12-27,136.80999755859375,135.72999572753906,136.47999572753906,136.02999877929688,410400.0,123.88497924804688
2016-12-28,136.75,134.6199951171875,136.47999572753906,134.74000549316406,433500.0,122.710205078125
2016-12-29,135.49000549316406,134.27999877929688,134.74000549316406,134.85000610351562,355000.0,122.81036376953125
2016-12-30,135.5399932861328,133.61000061035156,135.5399932861328,134.39999389648438,435900.0,122.40055084228516
2017-01-03,138.66000366210938,135.17999267578125,135.89999389648438,138.5399932861328,1329200.0,126.1709213256836
2017-01-04,139.49000549316406,137.2899932861328,138.77000427246094,137.9600067138672,851000.0,125.64271545410156
2017-01-05,139.39999389648438,135.8699951171875,137.6699981689453,137.74000549316406,822500.0,125.44232177734375
2017-01-06,139.61000061035156,137.69000244140625,138.36000061035156,138.50999450683594,659300.0,126.14359283447266
2017-01-09,139.99000549316406,138.2899932861328,139.0,138.30999755859375,828100.0,125.96144104003906
2017-01-10,140.0800018310547,138.27999877929688,139.0,139.52999877929688,883500.0,127.07252502441406
2017-01-11,142.5399932861328,139.74000549316406,140.02000427246094,141.66000366210938,1148000.0,129.01234436035156
2017-01-12,141.52000427246094,138.97000122070312,141.19000244140625,140.75999450683594,714500.0,128.19271850585938
2017-01-13,142.24000549316406,140.83999633789062,140.9499969482422,141.99000549316406,559800.0,129.3129119873047
2017-01-17,141.3300018310547,139.3800048828125,141.3300018310547,139.63999938964844,1126600.0,127.17266845703125
2017-01-18,140.4499969482422,139.39999389648438,140.13999938964844,139.9600067138672,919300.0,127.46414184570312
2017-01-19,141.2899932861328,139.69000244140625,140.25,140.0,1154600.0,127.50061798095703
