,action,value
2021-07-29,DIVIDEND,0.7
2021-04-29,DIVIDEND,0.35
2021-01-28,DIVIDEND,0.35
2020-10-29,DIVIDEND,0.35
2020-07-30,DIVIDEND,0.35
2020-04-29,DIVIDEND,0.35
2020-01-30,DIVIDEND,0.35
2019-10-30,DIVIDEND,0.35
2019-07-30,DIVIDEND,0.35
2019-04-29,DIVIDEND,0.3
2019-01-30,DIVIDEND,0.3
2018-10-30,DIVIDEND,0.3
2018-07-30,DIVIDEND,0.3
2018-04-27,DIVIDEND,0.25
2018-01-30,DIVIDEND,0.25
2017-10-30,DIVIDEND,0.25
2017-07-27,DIVIDEND,0.25
2017-04-27,DIVIDEND,0.2
2017-01-27,DIVIDEND,0.2
2016-10-27,DIVIDEND,0.2
