,action,value
2021-06-14,DIVIDEND,0.24
2021-03-12,DIVIDEND,0.24
2020-12-14,DIVIDEND,0.24
2020-09-14,DIVIDEND,0.24
2020-06-12,DIVIDEND,0.24
2020-03-13,DIVIDEND,0.24
2019-09-09,DIVIDEND,0.18
