,action,value
2021-06-24,DIVIDEND,0.77
2021-03-25,DIVIDEND,0.77
2020-12-24,DIVIDEND,0.77
2020-09-23,DIVIDEND,0.77
2020-06-24,DIVIDEND,0.75
2020-03-25,DIVIDEND,0.75
2019-12-26,DIVIDEND,0.75
2019-09-20,DIVIDEND,0.75
2019-06-21,DIVIDEND,0.73
2019-03-22,DIVIDEND,0.73
2018-12-27,DIVIDEND,0.73
2018-09-21,DIVIDEND,0.73
2018-06-22,DIVIDEND,0.69
2018-03-23,DIVIDEND,0.69
2017-12-28,DIVIDEND,0.69
2017-09-22,DIVIDEND,0.69
2017-06-22,DIVIDEND,0.64
2017-03-23,DIVIDEND,0.64
2016-12-23,DIVIDEND,0.64
2016-09-22,DIVIDEND,0.64
