,action,value
2021-07-28,DIVIDEND,0.535
2021-04-06,DIVIDEND,0.465
2021-01-29,DIVIDEND,0.465
2020-10-08,DIVIDEND,0.465
2020-07-24,DIVIDEND,0.465
2020-04-07,DIVIDEND,0.455
2020-01-28,DIVIDEND,0.455
2019-10-10,DIVIDEND,0.455
2019-07-10,DIVIDEND,0.455
2019-04-09,DIVIDEND,0.415
2019-01-29,DIVIDEND,0.415
2018-10-10,DIVIDEND,0.415
2018-07-10,DIVIDEND,0.415
2018-04-09,DIVIDEND,0.375
2018-01-30,DIVIDEND,0.375
2017-10-06,DIVIDEND,0.375
2017-07-07,DIVIDEND,0.375
2017-04-05,DIVIDEND,0.34
2017-01-23,DIVIDEND,0.34
2016-10-06,DIVIDEND,0.34
