,action,value
2021-07-02,DIVIDEND,0.6625
2021-03-30,DIVIDEND,0.6625
2020-12-30,DIVIDEND,0.663
2020-09-29,DIVIDEND,0.6375
2020-07-02,DIVIDEND,0.6375
2020-03-30,DIVIDEND,0.638
2019-12-30,DIVIDEND,0.638
2019-09-27,DIVIDEND,0.613
2019-07-05,DIVIDEND,0.613
2019-03-28,DIVIDEND,0.613
2018-12-28,DIVIDEND,0.613
2018-09-27,DIVIDEND,0.605
2018-06-29,DIVIDEND,0.605
2018-03-28,DIVIDEND,0.605
2017-12-28,DIVIDEND,0.605
2017-09-28,DIVIDEND,0.543
2017-08-28,DIVIDEND,0.5425
2017-06-28,DIVIDEND,0.543
2017-03-29,DIVIDEND,0.543
2016-12-28,DIVIDEND,0.543
2016-09-28,DIVIDEND,0.48
