,action,value
2021-06-02,DIVIDEND,0.55
2021-03-03,DIVIDEND,0.55
2020-12-10,DIVIDEND,0.4
2020-09-09,DIVIDEND,0.25
2020-06-03,DIVIDEND,0.25
2020-03-04,DIVIDEND,0.14
2019-12-04,DIVIDEND,0.14
2019-09-11,DIVIDEND,0.14
2019-06-05,DIVIDEND,0.14
2019-04-16,DIVIDEND,0.88
2019-03-06,DIVIDEND,0.14
2018-12-06,DIVIDEND,0.14
2018-09-12,DIVIDEND,0.14
2018-06-06,DIVIDEND,0.14
2018-03-07,DIVIDEND,0.14
2017-12-07,DIVIDEND,0.075
2017-09-13,DIVIDEND,0.075
2017-06-06,DIVIDEND,0.05
2017-03-07,DIVIDEND,0.05
2016-12-06,DIVIDEND,0.05
2016-09-13,DIVIDEND,0.025
