,action,value
2021-07-06,DIVIDEND,0.12
2021-04-06,DIVIDEND,0.2425
2020-04-07,DIVIDEND,0.2425
2020-01-07,DIVIDEND,0.243
2019-10-08,DIVIDEND,0.243
2019-07-09,DIVIDEND,0.243
2019-04-09,DIVIDEND,0.243
2019-01-08,DIVIDEND,0.243
2018-10-09,DIVIDEND,0.243
2018-07-10,DIVIDEND,0.243
2018-04-10,DIVIDEND,0.243
2018-01-02,DIVIDEND,0.23
2017-10-03,DIVIDEND,0.23
2017-06-30,DIVIDEND,0.23
2017-04-03,DIVIDEND,0.23
2017-01-02,DIVIDEND,0.23
2016-12-30,DIVIDEND,0.23
2016-10-03,DIVIDEND,0.23
