,action,value
2021-06-09,DIVIDEND,0.9
2021-03-09,DIVIDEND,0.9
2020-12-24,DIVIDEND,2.5
2020-12-09,DIVIDEND,0.85
2020-09-09,DIVIDEND,0.85
2020-06-09,DIVIDEND,0.85
2020-03-09,DIVIDEND,0.85
2019-12-26,DIVIDEND,2.5
2019-12-09,DIVIDEND,0.75
2019-09-09,DIVIDEND,0.75
2019-06-07,DIVIDEND,0.75
2019-03-07,DIVIDEND,0.75
2018-12-27,DIVIDEND,1.75
2018-12-07,DIVIDEND,0.7
2018-09-07,DIVIDEND,0.7
2018-06-07,DIVIDEND,0.7
2018-03-08,DIVIDEND,0.7
2017-12-27,DIVIDEND,3.5
2017-12-07,DIVIDEND,0.66
2017-09-07,DIVIDEND,0.66
2017-06-07,DIVIDEND,0.66
2017-03-08,DIVIDEND,0.66
2016-12-23,DIVIDEND,3.25
2016-12-07,DIVIDEND,0.6
2016-09-07,DIVIDEND,0.6
