,action,value
2021-06-14,DIVIDEND,1.0
2021-03-12,DIVIDEND,1.0
2020-12-18,DIVIDEND,1.0
2020-09-14,DIVIDEND,0.79
2020-06-12,DIVIDEND,0.79
2020-03-12,DIVIDEND,0.79
2019-12-19,DIVIDEND,0.79
2019-09-12,DIVIDEND,0.79
2019-06-13,DIVIDEND,0.79
2019-03-14,DIVIDEND,0.79
2018-12-14,DIVIDEND,0.79
2018-09-13,DIVIDEND,0.79
2018-06-14,DIVIDEND,0.79
2018-03-14,DIVIDEND,0.63
2017-12-22,DIVIDEND,0.63
2017-09-14,DIVIDEND,0.63
2017-06-13,DIVIDEND,0.63
2017-03-13,DIVIDEND,0.63
2016-12-21,DIVIDEND,0.63
2016-09-13,DIVIDEND,0.63
