,action,value
2021-08-11,DIVIDEND,0.45
2021-05-12,DIVIDEND,0.45
2021-02-17,DIVIDEND,0.45
2020-11-10,DIVIDEND,0.45
2020-08-06,DIVIDEND,0.41
2020-05-07,DIVIDEND,0.41
2020-02-05,DIVIDEND,0.41
2019-11-12,DIVIDEND,0.41
2019-08-07,DIVIDEND,0.36
2019-05-08,DIVIDEND,0.36
2019-02-06,DIVIDEND,0.36
2018-11-14,DIVIDEND,0.36
2018-08-08,DIVIDEND,0.36
2018-05-09,DIVIDEND,0.3
2018-02-07,DIVIDEND,0.3
2017-11-15,DIVIDEND,0.3
2017-08-08,DIVIDEND,0.25
2017-05-09,DIVIDEND,0.25
2017-02-07,DIVIDEND,0.25
2016-11-15,DIVIDEND,0.25
