,action,value
2021-08-26,DIVIDEND,1.03
2021-05-06,DIVIDEND,1.03
2021-02-09,DIVIDEND,0.88
2020-11-05,DIVIDEND,0.88
2020-08-27,DIVIDEND,0.88
2020-05-07,DIVIDEND,0.88
2020-02-06,DIVIDEND,0.88
2019-11-07,DIVIDEND,0.88
2019-08-27,DIVIDEND,0.88
2019-05-09,DIVIDEND,0.88
2019-02-07,DIVIDEND,0.76
2018-11-08,DIVIDEND,0.76
2018-08-27,DIVIDEND,0.76
2018-05-09,DIVIDEND,0.76
2018-02-08,DIVIDEND,0.66
2017-11-09,DIVIDEND,0.66
2017-08-24,DIVIDEND,0.66
2017-05-08,DIVIDEND,0.66
2017-02-08,DIVIDEND,0.66
2016-11-08,DIVIDEND,0.63
