,action,value
2021-08-30,DIVIDEND,1.07
2021-05-27,DIVIDEND,1.07
2021-02-25,DIVIDEND,0.97
2020-11-27,DIVIDEND,0.97
2020-08-28,DIVIDEND,0.97
2020-05-28,DIVIDEND,0.97
2020-02-27,DIVIDEND,0.97
2019-11-27,DIVIDEND,0.97
2019-08-29,DIVIDEND,0.97
2019-05-30,DIVIDEND,0.88
2019-02-27,DIVIDEND,0.88
2018-11-29,DIVIDEND,0.8
2018-08-30,DIVIDEND,0.8
2018-05-30,DIVIDEND,0.73
2018-02-27,DIVIDEND,0.73
2017-11-29,DIVIDEND,0.665
2017-08-29,DIVIDEND,0.605
2017-05-26,DIVIDEND,0.605
2017-02-24,DIVIDEND,0.605
2016-11-28,DIVIDEND,0.605
