,action,value
2021-07-20,DIVIDEND,0.17
2021-04-20,DIVIDEND,0.17
2021-01-19,DIVIDEND,0.17
2020-11-09,DIVIDEND,0.17
2020-07-28,DIVIDEND,0.16
2020-04-21,DIVIDEND,0.16
2020-01-21,DIVIDEND,0.16
2019-10-22,DIVIDEND,0.16
2019-07-23,DIVIDEND,0.15
2019-04-16,DIVIDEND,0.15
2019-01-22,DIVIDEND,0.15
2018-10-23,DIVIDEND,0.15
2018-07-17,DIVIDEND,0.14
2018-04-17,DIVIDEND,0.14
2018-01-17,DIVIDEND,0.14
2017-10-17,DIVIDEND,0.14
2017-07-17,DIVIDEND,0.13
2017-04-17,DIVIDEND,0.13
2017-01-13,DIVIDEND,0.13
2016-10-17,DIVIDEND,0.13
