,action,value
2021-06-02,DIVIDEND,0.61
2021-02-26,DIVIDEND,0.56
2020-12-01,DIVIDEND,0.56
2020-08-31,DIVIDEND,0.56
2020-05-29,DIVIDEND,0.56
2020-02-28,DIVIDEND,0.56
2019-12-02,DIVIDEND,0.55
2019-09-04,DIVIDEND,0.55
2019-05-31,DIVIDEND,0.54
2019-03-01,DIVIDEND,0.54
2018-11-30,DIVIDEND,0.54
2018-09-05,DIVIDEND,0.53
2018-06-01,DIVIDEND,0.52
2018-03-02,DIVIDEND,0.51
2017-12-01,DIVIDEND,0.49
2017-08-30,DIVIDEND,0.47
2017-06-01,DIVIDEND,0.46
2017-03-02,DIVIDEND,0.45
2016-12-01,DIVIDEND,0.43
