,action,value
2021-08-31,DIVIDEND,0.125
2021-06-01,DIVIDEND,0.125
2021-02-16,DIVIDEND,0.125
2020-12-01,DIVIDEND,0.125
2020-09-01,DIVIDEND,0.125
2020-06-02,DIVIDEND,0.125
2020-02-11,DIVIDEND,0.5
2019-12-03,DIVIDEND,0.5
2019-09-03,DIVIDEND,0.5
2019-06-04,DIVIDEND,0.5
2019-02-12,DIVIDEND,0.5
2018-12-04,DIVIDEND,0.5
2018-09-04,DIVIDEND,0.5
2018-06-05,DIVIDEND,0.5
2018-02-06,DIVIDEND,0.5
2017-12-05,DIVIDEND,0.5
2017-09-01,DIVIDEND,0.5
2017-05-30,DIVIDEND,0.5
2017-02-13,DIVIDEND,0.5
2016-12-05,DIVIDEND,0.5
2016-09-02,DIVIDEND,0.5
