,action,value
2021-06-24,DIVIDEND,0.21
2021-03-25,DIVIDEND,0.21
2020-12-24,DIVIDEND,0.18
2020-09-25,DIVIDEND,0.18
2020-06-25,DIVIDEND,0.18
2020-03-26,DIVIDEND,0.18
2019-12-26,DIVIDEND,0.17
2019-09-26,DIVIDEND,0.17
2019-06-27,DIVIDEND,0.17
2019-03-28,DIVIDEND,0.17
2018-12-27,DIVIDEND,0.16
2018-09-27,DIVIDEND,0.16
2018-06-28,DIVIDEND,0.16
2018-03-28,DIVIDEND,0.16
2017-12-28,DIVIDEND,0.14
2017-09-28,DIVIDEND,0.14
2017-06-28,DIVIDEND,0.14
2017-03-29,DIVIDEND,0.14
2016-12-28,DIVIDEND,0.125
2016-09-28,DIVIDEND,0.125
