,action,value
2021-05-14,DIVIDEND,0.8
2021-03-10,DIVIDEND,0.58
2020-11-10,DIVIDEND,0.58
2020-08-12,DIVIDEND,0.58
2020-05-14,DIVIDEND,0.58
2020-03-11,DIVIDEND,0.55
2019-11-13,DIVIDEND,0.55
2019-08-14,DIVIDEND,0.55
2019-05-16,DIVIDEND,0.55
2019-03-13,DIVIDEND,0.45
2018-11-14,DIVIDEND,0.45
2018-08-13,DIVIDEND,0.45
2018-05-17,DIVIDEND,0.45
2018-03-15,DIVIDEND,0.37
2017-11-14,DIVIDEND,0.37
2017-08-07,DIVIDEND,0.37
2017-05-15,DIVIDEND,0.37
2017-03-13,DIVIDEND,0.31
2016-11-07,DIVIDEND,0.31
