,action,value
2021-08-17,DIVIDEND,0.0625
2021-05-25,DIVIDEND,0.063
2021-02-23,DIVIDEND,0.0625
2020-11-24,DIVIDEND,0.063
2020-08-18,DIVIDEND,0.0625
2020-05-26,DIVIDEND,0.0625
2020-02-25,DIVIDEND,0.063
2019-11-26,DIVIDEND,0.063
2019-08-27,DIVIDEND,0.063
2019-05-28,DIVIDEND,0.063
2019-02-26,DIVIDEND,0.063
2018-11-27,DIVIDEND,0.063
2018-08-28,DIVIDEND,0.063
2018-05-29,DIVIDEND,0.063
2018-02-27,DIVIDEND,0.063
2017-11-28,DIVIDEND,0.063
2017-08-28,DIVIDEND,0.063
2017-05-26,DIVIDEND,0.063
2017-02-27,DIVIDEND,0.063
2016-11-28,DIVIDEND,0.063
