,action,value
2021-06-03,DIVIDEND,0.575
2021-03-11,DIVIDEND,0.575
2020-12-03,DIVIDEND,0.545
2020-09-03,DIVIDEND,0.545
2020-06-04,DIVIDEND,0.545
2020-03-05,DIVIDEND,0.545
2019-12-05,DIVIDEND,0.513
2019-09-05,DIVIDEND,0.513
2019-06-06,DIVIDEND,0.513
2019-03-07,DIVIDEND,0.513
2018-11-29,DIVIDEND,0.465
2018-09-06,DIVIDEND,0.465
2018-06-07,DIVIDEND,0.465
2018-03-08,DIVIDEND,0.465
2017-11-30,DIVIDEND,0.425
2017-09-07,DIVIDEND,0.425
2017-06-07,DIVIDEND,0.425
2017-03-08,DIVIDEND,0.425
2016-11-30,DIVIDEND,0.41
2016-09-07,DIVIDEND,0.41
