,action,value
2021-06-17,DIVIDEND,1.0
2021-03-18,DIVIDEND,0.25
2020-12-17,DIVIDEND,0.25
2020-09-17,DIVIDEND,0.25
2020-06-18,DIVIDEND,0.25
2020-06-11,DIVIDEND,0.25
2020-03-19,DIVIDEND,0.25
2019-12-19,DIVIDEND,0.06
2019-09-19,DIVIDEND,0.06
2019-06-20,DIVIDEND,0.06
2019-03-21,DIVIDEND,0.06
2018-12-20,DIVIDEND,0.06
2018-09-20,DIVIDEND,0.06
2018-06-21,DIVIDEND,0.06
2018-03-22,DIVIDEND,0.06
2017-12-21,DIVIDEND,0.06
2017-09-21,DIVIDEND,0.06
2017-06-21,DIVIDEND,0.06
2017-03-22,DIVIDEND,0.06
2016-12-21,DIVIDEND,0.06
2016-09-21,DIVIDEND,0.06
