,action,value
2021-08-19,DIVIDEND,0.535
2021-05-20,DIVIDEND,0.535
2021-03-05,DIVIDEND,0.535
2020-11-19,DIVIDEND,0.535
2020-08-19,DIVIDEND,0.505
2020-05-19,DIVIDEND,0.505
2020-03-06,DIVIDEND,0.505
2019-11-26,DIVIDEND,0.505
2019-08-29,DIVIDEND,0.475
2019-05-29,DIVIDEND,0.475
2019-03-01,DIVIDEND,0.475
2018-11-28,DIVIDEND,0.475
2018-08-28,DIVIDEND,0.46
2018-05-29,DIVIDEND,0.4
2018-03-08,DIVIDEND,0.4
2017-12-07,DIVIDEND,0.4
2017-09-07,DIVIDEND,0.4
2017-06-07,DIVIDEND,0.4
2017-03-07,DIVIDEND,0.4
2016-12-07,DIVIDEND,0.38
2016-09-07,DIVIDEND,0.38
