,action,value
2021-07-20,DIVIDEND,0.45
2021-04-20,DIVIDEND,0.45
2021-01-22,DIVIDEND,0.44
2020-10-22,DIVIDEND,0.44
2020-07-17,DIVIDEND,0.44
2020-04-17,DIVIDEND,0.44
2020-01-22,DIVIDEND,0.43
2019-10-22,DIVIDEND,0.43
2019-07-17,DIVIDEND,0.43
2019-04-17,DIVIDEND,0.43
2019-01-22,DIVIDEND,0.42
2018-10-18,DIVIDEND,0.42
2018-07-17,DIVIDEND,0.42
2018-04-19,DIVIDEND,0.42
2018-01-22,DIVIDEND,0.4
2017-10-20,DIVIDEND,0.4
2017-07-14,DIVIDEND,0.4
2017-04-19,DIVIDEND,0.4
2017-01-19,DIVIDEND,0.39
2016-10-20,DIVIDEND,0.39
