,action,value
2021-08-31,DIVIDEND,0.61
2021-05-28,DIVIDEND,0.57
2021-02-26,DIVIDEND,0.57
2020-11-30,DIVIDEND,0.57
2020-08-31,DIVIDEND,0.57
2020-05-29,DIVIDEND,0.55
2020-02-28,DIVIDEND,0.55
2019-11-29,DIVIDEND,0.55
2019-08-30,DIVIDEND,0.55
2019-05-31,DIVIDEND,0.48
2019-03-01,DIVIDEND,0.48
2018-11-30,DIVIDEND,0.48
2018-08-31,DIVIDEND,0.48
2018-05-31,DIVIDEND,0.44
2018-03-02,DIVIDEND,0.44
2017-11-30,DIVIDEND,0.44
2017-08-31,DIVIDEND,0.44
2017-05-30,DIVIDEND,0.42
2017-03-02,DIVIDEND,0.42
2016-11-29,DIVIDEND,0.42
