,action,value
2021-07-30,DIVIDEND,0.935
2021-04-23,DIVIDEND,0.935
2021-01-29,DIVIDEND,0.935
2020-10-30,DIVIDEND,0.935
2020-07-31,DIVIDEND,0.935
2020-04-24,DIVIDEND,0.935
2020-01-24,DIVIDEND,0.935
2019-11-01,DIVIDEND,0.915
2019-08-05,DIVIDEND,0.89
2019-04-26,DIVIDEND,0.865
2019-01-25,DIVIDEND,0.86
2018-11-02,DIVIDEND,0.855
2018-08-03,DIVIDEND,0.825
2018-04-27,DIVIDEND,0.795
2018-01-26,DIVIDEND,0.77
2017-11-03,DIVIDEND,0.745
2017-08-03,DIVIDEND,0.745
2017-04-27,DIVIDEND,0.615
2017-01-26,DIVIDEND,0.615
2016-10-27,DIVIDEND,0.615
