,action,value
2021-06-07,DIVIDEND,1.0
2021-03-09,DIVIDEND,1.0
2020-03-09,DIVIDEND,0.04
2019-03-08,DIVIDEND,0.04
2018-03-09,DIVIDEND,0.04
2017-03-08,DIVIDEND,0.04
