,action,value
2021-08-17,DIVIDEND,0.9
2021-05-18,DIVIDEND,0.68
2021-02-16,DIVIDEND,0.68
2020-11-17,DIVIDEND,0.68
2020-08-18,DIVIDEND,0.68
2020-05-19,DIVIDEND,0.66
2020-02-18,DIVIDEND,0.66
2019-11-19,DIVIDEND,0.66
2019-08-20,DIVIDEND,0.66
2019-05-14,DIVIDEND,0.64
2019-02-19,DIVIDEND,0.64
2018-11-20,DIVIDEND,0.64
2018-08-14,DIVIDEND,0.64
2018-05-15,DIVIDEND,0.62
2018-02-20,DIVIDEND,0.62
2017-11-14,DIVIDEND,0.62
2017-08-14,DIVIDEND,0.62
2017-05-15,DIVIDEND,0.6
2017-02-13,DIVIDEND,0.6
2016-11-14,DIVIDEND,0.6
