,action,value
2021-08-12,DIVIDEND,0.99
2021-05-13,DIVIDEND,0.9
2021-02-11,DIVIDEND,0.9
2020-11-12,DIVIDEND,0.9
2020-08-13,DIVIDEND,0.9
2020-05-14,DIVIDEND,0.88
2020-02-13,DIVIDEND,0.88
2019-11-14,DIVIDEND,0.88
2019-08-15,DIVIDEND,0.88
2019-05-16,DIVIDEND,0.85
2019-02-14,DIVIDEND,0.85
2018-11-15,DIVIDEND,0.85
2018-08-16,DIVIDEND,0.85
2018-05-10,DIVIDEND,0.78
2018-02-08,DIVIDEND,0.78
2017-11-09,DIVIDEND,0.78
2017-08-09,DIVIDEND,0.78
2017-05-10,DIVIDEND,0.75
2017-02-08,DIVIDEND,0.75
2016-11-08,DIVIDEND,0.75
