,action,value
2021-07-09,DIVIDEND,0.245
2021-04-09,DIVIDEND,0.245
2021-01-08,DIVIDEND,0.245
2020-10-16,DIVIDEND,0.2325
2020-07-10,DIVIDEND,0.2325
2020-04-09,DIVIDEND,0.233
2020-01-10,DIVIDEND,0.233
2019-10-18,DIVIDEND,0.21
2019-07-12,DIVIDEND,0.21
2019-04-12,DIVIDEND,0.21
2019-01-11,DIVIDEND,0.21
2018-10-19,DIVIDEND,0.188
2018-07-13,DIVIDEND,0.188
2018-04-13,DIVIDEND,0.188
2018-01-12,DIVIDEND,0.1875
2018-01-11,DIVIDEND,0.188
2017-10-20,DIVIDEND,0.17
2017-07-13,DIVIDEND,0.17
2017-04-13,DIVIDEND,0.17
2017-01-12,DIVIDEND,0.17
2016-10-20,DIVIDEND,0.145
