,action,value
2021-05-19,DIVIDEND,0.603
2021-03-03,DIVIDEND,0.6025
2020-12-21,DIVIDEND,0.568
2020-09-16,DIVIDEND,0.5675
2020-05-19,DIVIDEND,0.5675
2020-03-03,DIVIDEND,0.568
2019-12-19,DIVIDEND,0.535
2019-09-19,DIVIDEND,0.535
2019-05-22,DIVIDEND,0.535
2019-03-04,DIVIDEND,0.535
2018-12-17,DIVIDEND,0.505
2018-09-20,DIVIDEND,0.505
2018-05-23,DIVIDEND,0.505
2018-03-05,DIVIDEND,0.505
2017-12-15,DIVIDEND,0.475
2017-09-18,DIVIDEND,0.475
2017-05-26,DIVIDEND,0.475
2017-02-28,DIVIDEND,0.475
2016-12-14,DIVIDEND,0.445
2016-09-15,DIVIDEND,0.445
