,action,value
2021-06-14,DIVIDEND,0.563
2021-03-12,DIVIDEND,0.563
2020-12-14,DIVIDEND,0.375
2020-09-14,DIVIDEND,0.375
2020-06-12,DIVIDEND,0.375
2020-03-13,DIVIDEND,0.375
2019-12-13,DIVIDEND,0.375
2019-09-13,DIVIDEND,0.375
2019-06-13,DIVIDEND,0.25
2019-03-15,DIVIDEND,0.25
2018-12-13,DIVIDEND,0.25
2018-09-24,DIVIDEND,0.25
