,action,value
2021-07-27,DIVIDEND,1.16
2021-04-20,DIVIDEND,1.11
2021-01-26,DIVIDEND,1.11
2020-11-03,DIVIDEND,1.11
2020-07-28,DIVIDEND,1.11
2020-04-21,DIVIDEND,1.06
2020-01-28,DIVIDEND,1.06
2019-10-29,DIVIDEND,1.06
2019-07-30,DIVIDEND,1.06
2019-04-23,DIVIDEND,0.96
2019-01-22,DIVIDEND,0.96
2018-10-30,DIVIDEND,0.96
2018-07-31,DIVIDEND,0.96
2018-04-24,DIVIDEND,0.96
2018-01-23,DIVIDEND,0.84
2017-10-24,DIVIDEND,0.84
2017-07-17,DIVIDEND,0.84
2017-04-17,DIVIDEND,0.8
2017-01-23,DIVIDEND,0.8
2016-10-24,DIVIDEND,0.8
