,action,value
2021-06-08,DIVIDEND,0.17
2021-03-09,DIVIDEND,0.17
2020-12-08,DIVIDEND,0.16
2020-09-09,DIVIDEND,0.1
2020-04-01,DIVIDEND,0.28
2019-12-31,DIVIDEND,0.28
2019-10-01,DIVIDEND,0.28
2019-07-01,DIVIDEND,0.28
2019-04-01,DIVIDEND,0.28
2018-12-31,DIVIDEND,0.28
2018-10-01,DIVIDEND,0.28
2018-07-02,DIVIDEND,0.28
2018-04-02,DIVIDEND,0.28
2017-12-29,DIVIDEND,0.28
2017-10-03,DIVIDEND,0.27
2017-10-02,DIVIDEND,0.27
2017-07-03,DIVIDEND,0.27
2017-04-03,DIVIDEND,0.27
2016-12-29,DIVIDEND,0.27
2016-10-03,DIVIDEND,0.255
