,action,value
2021-08-13,DIVIDEND,1.07
2021-05-14,DIVIDEND,1.07
2021-02-12,DIVIDEND,1.07
2020-11-13,DIVIDEND,1.07
2020-08-14,DIVIDEND,1.02
2020-05-15,DIVIDEND,1.02
2020-02-14,DIVIDEND,1.02
2019-11-08,DIVIDEND,1.02
2019-08-09,DIVIDEND,0.97
2019-05-10,DIVIDEND,0.97
2019-02-15,DIVIDEND,0.97
2018-11-08,DIVIDEND,0.97
2018-08-10,DIVIDEND,0.92
2018-05-11,DIVIDEND,0.92
2018-02-16,DIVIDEND,0.835
2017-11-10,DIVIDEND,0.835
2017-08-10,DIVIDEND,0.76
2017-05-11,DIVIDEND,0.76
2017-02-16,DIVIDEND,0.76
2016-11-09,DIVIDEND,0.76
