,action,value
2021-06-15,DIVIDEND,1.3
2021-03-16,DIVIDEND,1.3
2020-12-08,DIVIDEND,1.3
2020-09-29,DIVIDEND,1.3
2020-06-16,DIVIDEND,1.15
2020-03-24,DIVIDEND,1.15
2019-12-10,DIVIDEND,1.15
2019-09-30,DIVIDEND,1.15
2019-06-11,DIVIDEND,1.1
2019-03-19,DIVIDEND,1.1
2018-12-04,DIVIDEND,1.1
2018-09-11,DIVIDEND,1.1
2018-06-05,DIVIDEND,1.1
2018-03-06,DIVIDEND,0.5
2017-12-05,DIVIDEND,0.5
2017-09-12,DIVIDEND,0.45
2017-06-05,DIVIDEND,0.45
2017-03-06,DIVIDEND,0.45
2016-12-12,DIVIDEND,0.45
2016-09-12,DIVIDEND,0.3
