,action,value
2021-09-01,DIVIDEND,0.68
2021-06-02,DIVIDEND,0.68
2021-03-03,DIVIDEND,0.65
2020-12-02,DIVIDEND,0.65
2020-09-02,DIVIDEND,0.65
2020-06-03,DIVIDEND,0.65
2020-03-04,DIVIDEND,0.62
2019-12-04,DIVIDEND,0.62
2019-09-11,DIVIDEND,0.62
2019-06-05,DIVIDEND,0.62
2019-03-06,DIVIDEND,0.62
2018-12-06,DIVIDEND,0.62
2018-09-04,DIVIDEND,0.62
2018-05-29,DIVIDEND,0.62
2018-02-27,DIVIDEND,0.57
2017-11-28,DIVIDEND,0.57
2017-08-28,DIVIDEND,0.57
2017-05-26,DIVIDEND,0.57
2017-02-27,DIVIDEND,0.53
2016-11-28,DIVIDEND,0.53
