,action,value
2021-09-01,DIVIDEND,0.075
2021-06-02,DIVIDEND,0.075
2021-03-03,DIVIDEND,0.05
2020-12-02,DIVIDEND,0.05
2020-09-02,DIVIDEND,0.05
2020-06-03,DIVIDEND,0.05
2020-03-04,DIVIDEND,0.05
2019-12-04,DIVIDEND,0.05
2019-09-04,DIVIDEND,0.05
2019-06-05,DIVIDEND,0.05
2019-03-06,DIVIDEND,0.025
2018-12-06,DIVIDEND,0.025
2018-12-05,DIVIDEND,0.025
2018-09-05,DIVIDEND,0.025
2018-06-06,DIVIDEND,0.025
2018-02-28,DIVIDEND,0.025
2017-12-06,DIVIDEND,0.025
2017-09-06,DIVIDEND,0.15
2017-05-30,DIVIDEND,0.15
2017-02-28,DIVIDEND,0.275
2016-11-29,DIVIDEND,0.275
2016-09-06,DIVIDEND,0.275
