,action,value
2021-06-15,DIVIDEND,0.12
2021-03-09,DIVIDEND,0.12
2020-12-08,DIVIDEND,0.12
2020-09-08,DIVIDEND,0.12
2020-06-09,DIVIDEND,0.12
2020-03-10,DIVIDEND,0.12
2019-12-10,DIVIDEND,0.12
2019-09-10,DIVIDEND,0.113
2019-06-11,DIVIDEND,0.113
2019-03-12,DIVIDEND,0.113
2018-12-11,DIVIDEND,0.113
2018-09-11,DIVIDEND,0.113
2018-06-12,DIVIDEND,0.113
2018-03-13,DIVIDEND,0.075
2017-12-12,DIVIDEND,0.075
2017-09-12,DIVIDEND,0.065
2017-09-11,DIVIDEND,0.065
2017-06-12,DIVIDEND,0.05043
2017-03-13,DIVIDEND,0.03778
2016-12-12,DIVIDEND,0.03778
2016-10-10,DIVIDEND,0.055
2016-10-07,DIVIDEND,0.03197
