,action,value
2021-08-24,DIVIDEND,1.55
2021-05-25,DIVIDEND,1.55
2021-03-16,DIVIDEND,1.55
2020-12-01,DIVIDEND,1.55
2020-09-01,DIVIDEND,1.55
2020-05-26,DIVIDEND,1.55
2020-03-10,DIVIDEND,1.55
2019-12-03,DIVIDEND,1.55
2019-09-03,DIVIDEND,1.4
2019-05-28,DIVIDEND,1.4
2019-03-05,DIVIDEND,1.4
2018-11-27,DIVIDEND,1.4
2018-09-04,DIVIDEND,1.3
2018-05-29,DIVIDEND,1.3
2018-03-06,DIVIDEND,1.3
2017-11-28,DIVIDEND,1.3
2017-09-01,DIVIDEND,1.25
2017-05-26,DIVIDEND,1.25
2017-03-06,DIVIDEND,1.25
2016-11-28,DIVIDEND,1.25
2016-09-02,DIVIDEND,1.15
