,action,value
2021-08-27,DIVIDEND,0.275
2021-05-28,DIVIDEND,0.275
2021-02-26,DIVIDEND,0.275
2020-12-04,DIVIDEND,0.275
2020-08-28,DIVIDEND,0.245
2020-05-29,DIVIDEND,0.245
2020-02-28,DIVIDEND,0.245
2019-11-29,DIVIDEND,0.245
2019-08-30,DIVIDEND,0.22
2019-05-31,DIVIDEND,0.22
2019-03-01,DIVIDEND,0.22
2018-11-30,DIVIDEND,0.22
2018-08-31,DIVIDEND,0.2
2018-06-01,DIVIDEND,0.2
2018-03-02,DIVIDEND,0.2
2017-12-01,DIVIDEND,0.2
2017-08-31,DIVIDEND,0.18
2017-06-01,DIVIDEND,0.18
2017-03-02,DIVIDEND,0.18
2016-12-01,DIVIDEND,0.18
