,action,value
2021-08-25,DIVIDEND,0.58
2021-05-19,DIVIDEND,0.58
2021-03-09,DIVIDEND,0.58
2020-11-18,DIVIDEND,0.465
2020-08-24,DIVIDEND,0.465
2020-05-27,DIVIDEND,0.465
2020-03-09,DIVIDEND,0.465
2019-11-20,DIVIDEND,0.37
2019-08-27,DIVIDEND,0.37
