,action,value
2021-08-12,DIVIDEND,0.48
2021-05-13,DIVIDEND,0.45
2021-02-11,DIVIDEND,0.45
2020-11-12,DIVIDEND,0.45
2020-08-13,DIVIDEND,0.45
2020-05-14,DIVIDEND,0.45
2020-02-13,DIVIDEND,0.45
2019-11-07,DIVIDEND,0.45
2019-08-13,DIVIDEND,0.45
2019-05-14,DIVIDEND,0.405
2019-02-12,DIVIDEND,0.405
2018-11-08,DIVIDEND,0.405
2018-08-09,DIVIDEND,0.405
2018-05-10,DIVIDEND,0.375
2018-03-05,DIVIDEND,0.045
2018-02-08,DIVIDEND,0.33
2017-11-09,DIVIDEND,0.33
2017-08-09,DIVIDEND,0.33
2017-05-10,DIVIDEND,0.3
2017-02-08,DIVIDEND,0.3
2016-11-08,DIVIDEND,0.3
