,action,value
2021-08-09,DIVIDEND,0.74
2021-05-07,DIVIDEND,0.74
2021-02-09,DIVIDEND,0.74
2020-11-09,DIVIDEND,0.74
2020-08-07,DIVIDEND,0.7
2020-05-07,DIVIDEND,0.7
2020-02-07,DIVIDEND,0.7
2019-11-07,DIVIDEND,0.7
2019-08-08,DIVIDEND,0.67
2019-05-09,DIVIDEND,0.67
2019-02-07,DIVIDEND,0.67
2018-11-08,DIVIDEND,0.67
2018-08-09,DIVIDEND,0.62
2018-05-09,DIVIDEND,0.62
2018-02-08,DIVIDEND,0.62
2017-11-09,DIVIDEND,0.62
2017-08-08,DIVIDEND,0.59
2017-05-08,DIVIDEND,0.59
2017-02-08,DIVIDEND,0.59
2016-11-08,DIVIDEND,0.59
