,action,value
2020-03-03,DIVIDEND,0.18
2019-12-10,DIVIDEND,0.18
2019-08-20,DIVIDEND,0.18
2019-06-04,DIVIDEND,0.18
2019-03-05,DIVIDEND,0.16
2018-12-04,DIVIDEND,0.16
2018-08-21,DIVIDEND,0.16
2018-06-05,DIVIDEND,0.16
2018-03-06,DIVIDEND,0.125
2017-12-06,DIVIDEND,0.125
2017-08-22,DIVIDEND,0.125
2017-06-05,DIVIDEND,0.125
2017-03-07,DIVIDEND,0.1
2016-12-06,DIVIDEND,0.1
