,action,value
2021-06-09,DIVIDEND,0.88
2021-03-09,DIVIDEND,0.85
2020-12-09,DIVIDEND,0.85
2020-09-09,DIVIDEND,0.85
2020-06-09,DIVIDEND,0.85
2020-03-09,DIVIDEND,0.82
2019-12-09,DIVIDEND,0.82
2019-09-09,DIVIDEND,0.82
2019-06-07,DIVIDEND,0.82
2019-03-08,DIVIDEND,0.77
2018-12-07,DIVIDEND,0.77
2018-09-07,DIVIDEND,0.77
2018-06-07,DIVIDEND,0.77
2018-03-08,DIVIDEND,0.72
2017-12-08,DIVIDEND,0.72
2017-09-07,DIVIDEND,0.72
2017-06-07,DIVIDEND,0.72
2017-03-08,DIVIDEND,0.67
2016-12-07,DIVIDEND,0.67
2016-09-07,DIVIDEND,0.67
