,action,value
2021-06-07,DIVIDEND,0.7
2021-03-08,DIVIDEND,0.7
2020-11-30,DIVIDEND,0.7
2020-08-31,DIVIDEND,0.7
2020-06-01,DIVIDEND,0.69
2020-03-02,DIVIDEND,0.69
2019-11-27,DIVIDEND,0.69
2019-08-30,DIVIDEND,0.69
2019-06-03,DIVIDEND,0.66
2019-03-04,DIVIDEND,0.66
2019-02-13,DIVIDEND,0.08
2018-11-29,DIVIDEND,0.66
2018-09-06,DIVIDEND,0.66
2018-06-05,DIVIDEND,0.63
2018-03-08,DIVIDEND,0.63
2017-11-30,DIVIDEND,0.63
2017-08-30,DIVIDEND,0.63
2017-06-05,DIVIDEND,0.58
2017-02-27,DIVIDEND,0.58
2016-11-30,DIVIDEND,0.58
