,action,value
2021-08-19,DIVIDEND,0.62
2021-05-19,DIVIDEND,0.62
2021-02-24,DIVIDEND,0.62
2020-11-20,DIVIDEND,0.56
2020-08-19,DIVIDEND,0.56
2020-05-19,DIVIDEND,0.56
2020-02-24,DIVIDEND,0.56
2019-11-20,DIVIDEND,0.5
2019-08-19,DIVIDEND,0.5
2019-05-17,DIVIDEND,0.5
2019-02-22,DIVIDEND,0.5
2018-11-20,DIVIDEND,0.44
2018-08-17,DIVIDEND,0.44
2018-05-18,DIVIDEND,0.44
2018-02-16,DIVIDEND,0.44
2017-11-20,DIVIDEND,0.38
2017-08-18,DIVIDEND,0.38
2017-05-18,DIVIDEND,0.38
2017-02-15,DIVIDEND,0.38
2016-11-17,DIVIDEND,0.37
