,action,value
2021-08-30,DIVIDEND,0.7
2021-05-27,DIVIDEND,0.7
2021-02-25,DIVIDEND,0.7
2020-11-27,DIVIDEND,0.7
2020-08-28,DIVIDEND,0.7
2020-05-28,DIVIDEND,0.7
2020-02-27,DIVIDEND,0.7
2019-11-27,DIVIDEND,0.7
2019-08-29,DIVIDEND,0.7
2019-05-30,DIVIDEND,0.7
