,action,value
2021-08-30,DIVIDEND,0.185
2021-05-28,DIVIDEND,0.185
2021-03-01,DIVIDEND,0.185
2020-11-30,DIVIDEND,0.185
2020-08-31,DIVIDEND,0.185
2020-06-01,DIVIDEND,0.185
2020-03-02,DIVIDEND,0.185
2019-12-02,DIVIDEND,0.185
2019-08-26,DIVIDEND,0.185
2019-05-24,DIVIDEND,0.17
2019-03-04,DIVIDEND,0.17
2018-11-26,DIVIDEND,0.17
2018-08-27,DIVIDEND,0.17
2018-05-25,DIVIDEND,0.12
2018-02-26,DIVIDEND,0.105
2017-11-27,DIVIDEND,0.105
2017-08-25,DIVIDEND,0.095
2017-05-25,DIVIDEND,0.095
2017-02-24,DIVIDEND,0.085
2016-11-25,DIVIDEND,0.085
