,action,value
2021-08-17,DIVIDEND,0.37
2021-05-18,DIVIDEND,0.37
2021-02-08,DIVIDEND,0.37
2020-11-18,DIVIDEND,0.36
2020-08-18,DIVIDEND,0.36
2020-05-19,DIVIDEND,0.36
2020-02-12,DIVIDEND,0.36
2019-11-20,DIVIDEND,0.35
2019-08-21,DIVIDEND,0.35
2019-05-14,DIVIDEND,0.35
2019-02-15,DIVIDEND,0.35
2018-11-21,DIVIDEND,0.335
2018-08-15,DIVIDEND,0.335
2018-05-16,DIVIDEND,0.335
2018-02-16,DIVIDEND,0.335
2017-11-15,DIVIDEND,0.32
2017-08-15,DIVIDEND,0.32
2017-05-16,DIVIDEND,0.32
2017-02-16,DIVIDEND,0.32
2016-11-14,DIVIDEND,0.3
