,action,value
2021-06-10,DIVIDEND,0.37
2021-03-11,DIVIDEND,0.37
2020-12-07,DIVIDEND,0.35
2020-09-10,DIVIDEND,0.35
2020-06-04,DIVIDEND,0.35
2020-03-05,DIVIDEND,0.35
2019-12-05,DIVIDEND,0.35
2019-09-05,DIVIDEND,0.35
2019-06-06,DIVIDEND,0.35
2019-03-07,DIVIDEND,0.35
2018-12-06,DIVIDEND,0.35
