,action,value
2021-05-27,DIVIDEND,0.23
2021-02-25,DIVIDEND,0.23
2020-11-27,DIVIDEND,0.23
2020-08-28,DIVIDEND,0.23
2020-05-28,DIVIDEND,0.23
2020-02-27,DIVIDEND,0.23
2019-11-26,DIVIDEND,0.23
2019-08-29,DIVIDEND,0.23
2019-05-30,DIVIDEND,0.23
2019-02-27,DIVIDEND,0.23
2018-11-29,DIVIDEND,0.23
2018-08-30,DIVIDEND,0.23
2018-05-30,DIVIDEND,0.23
2018-02-27,DIVIDEND,0.23
2017-11-29,DIVIDEND,0.23
2017-08-29,DIVIDEND,0.23
2017-05-26,DIVIDEND,0.23
2017-02-24,DIVIDEND,0.19
2016-11-28,DIVIDEND,0.19
