,action,value
2021-06-09,DIVIDEND,0.0025
2021-03-09,DIVIDEND,0.0025
2020-12-09,DIVIDEND,0.003
2020-09-09,DIVIDEND,0.0025
2020-06-09,DIVIDEND,0.0025
2020-03-09,DIVIDEND,0.15
2019-12-09,DIVIDEND,0.13
2019-09-09,DIVIDEND,0.13
2019-06-07,DIVIDEND,0.13
2019-03-07,DIVIDEND,0.13
2018-12-07,DIVIDEND,0.12
2018-09-07,DIVIDEND,0.12
2018-06-07,DIVIDEND,0.12
2018-03-08,DIVIDEND,0.12
2017-12-08,DIVIDEND,0.11
2017-09-08,DIVIDEND,0.11
2017-06-07,DIVIDEND,0.11
2017-03-08,DIVIDEND,0.11
