,action,value
2021-06-07,DIVIDEND,0.285
2021-03-15,DIVIDEND,0.285
2020-03-16,DIVIDEND,0.285
2019-12-05,DIVIDEND,0.255
2019-09-11,DIVIDEND,0.255
2019-06-10,DIVIDEND,0.255
2019-03-15,DIVIDEND,0.255
2018-12-06,DIVIDEND,0.225
2018-09-12,DIVIDEND,0.225
2018-06-11,DIVIDEND,0.225
2018-03-16,DIVIDEND,0.225
2017-11-30,DIVIDEND,0.16
2017-09-06,DIVIDEND,0.16
2017-06-02,DIVIDEND,0.16
2017-03-08,DIVIDEND,0.16
2016-12-05,DIVIDEND,0.135
