,action,value
2021-08-27,DIVIDEND,1.57
2021-05-28,DIVIDEND,1.57
2021-02-26,DIVIDEND,1.45
2020-11-27,DIVIDEND,1.45
2020-08-28,DIVIDEND,1.45
2020-05-29,DIVIDEND,1.45
2020-02-21,DIVIDEND,1.32
2019-11-29,DIVIDEND,1.32
2019-09-06,DIVIDEND,1.32
2019-05-31,DIVIDEND,1.32
2019-02-22,DIVIDEND,1.2
2018-11-30,DIVIDEND,1.2
2018-08-24,DIVIDEND,1.2
2018-06-01,DIVIDEND,1.2
2018-03-02,DIVIDEND,1.1
2017-12-01,DIVIDEND,1.0
2017-08-24,DIVIDEND,1.0
2017-06-01,DIVIDEND,1.0
2017-03-02,DIVIDEND,0.9
2016-12-01,DIVIDEND,0.9
