,action,value
2021-08-12,DIVIDEND,0.93
2021-05-13,DIVIDEND,0.93
2021-02-25,DIVIDEND,0.93
2020-11-12,DIVIDEND,0.93
2020-08-13,DIVIDEND,0.9
2020-05-14,DIVIDEND,0.9
2020-02-27,DIVIDEND,0.9
2019-11-14,DIVIDEND,0.9
2019-08-15,DIVIDEND,0.82
2019-05-23,DIVIDEND,0.82
2019-02-21,DIVIDEND,0.82
2018-11-15,DIVIDEND,0.82
2018-08-16,DIVIDEND,0.714045
2018-05-17,DIVIDEND,0.714045
2018-02-22,DIVIDEND,0.714045
2017-11-16,DIVIDEND,0.714045
2017-08-16,DIVIDEND,0.637369
2017-05-17,DIVIDEND,0.637369
2017-02-22,DIVIDEND,0.637369
2016-11-16,DIVIDEND,0.637369
