,action,value
2021-07-14,DIVIDEND,0.54
2021-05-21,DIVIDEND,0.54
2021-01-13,DIVIDEND,0.5
2020-10-14,DIVIDEND,0.5
2020-07-15,DIVIDEND,0.5
2020-05-14,DIVIDEND,0.5
2020-01-14,DIVIDEND,0.5
2019-10-15,DIVIDEND,0.5
2019-07-15,DIVIDEND,0.5
2019-05-16,DIVIDEND,0.5
2019-01-14,DIVIDEND,0.43
2018-10-15,DIVIDEND,0.43
2018-07-13,DIVIDEND,0.43
2018-05-14,DIVIDEND,0.43
2018-01-11,DIVIDEND,0.37
2017-10-13,DIVIDEND,0.37
2017-07-12,DIVIDEND,0.37
2017-05-11,DIVIDEND,0.37
2017-01-11,DIVIDEND,0.34
2016-10-13,DIVIDEND,0.34
