,action,value
2021-05-24,DIVIDEND,0.39
2021-02-19,DIVIDEND,0.39
2020-11-23,DIVIDEND,0.39
2020-08-24,DIVIDEND,0.39
2020-05-21,DIVIDEND,0.39
2020-03-03,DIVIDEND,0.39
2019-11-21,DIVIDEND,0.39
2019-08-22,DIVIDEND,0.39
2019-05-23,DIVIDEND,0.39
2019-03-11,DIVIDEND,0.39
2018-11-21,DIVIDEND,0.39
2018-08-23,DIVIDEND,0.39
2018-05-24,DIVIDEND,0.39
2018-03-09,DIVIDEND,0.39
2017-11-22,DIVIDEND,0.39
2017-08-23,DIVIDEND,0.39
2017-05-23,DIVIDEND,0.39
2017-03-01,DIVIDEND,0.39
2016-11-21,DIVIDEND,0.33
