,action,value
2021-08-11,DIVIDEND,0.11
2021-05-12,DIVIDEND,0.11
2021-01-20,DIVIDEND,0.1
2020-11-10,DIVIDEND,0.1
2020-08-12,DIVIDEND,0.1
2020-05-13,DIVIDEND,0.1
2020-01-23,DIVIDEND,0.1
2019-11-05,DIVIDEND,0.1
2019-08-07,DIVIDEND,0.09
2019-05-14,DIVIDEND,0.09
2019-01-23,DIVIDEND,0.07
2018-11-06,DIVIDEND,0.07
2018-08-08,DIVIDEND,0.06
2018-05-15,DIVIDEND,0.06
2018-01-23,DIVIDEND,0.06
2017-11-07,DIVIDEND,0.05
2017-08-08,DIVIDEND,0.05
2017-05-15,DIVIDEND,0.05
2017-01-24,DIVIDEND,0.02
2016-11-08,DIVIDEND,0.02
2016-11-01,DIVIDEND,0.02
