,action,value
2021-06-14,DIVIDEND,0.575
2021-03-12,DIVIDEND,0.575
2020-12-14,DIVIDEND,0.575
2020-09-14,DIVIDEND,0.575
2020-06-11,DIVIDEND,0.54
2020-03-12,DIVIDEND,0.54
2019-12-12,DIVIDEND,0.54
2019-09-12,DIVIDEND,0.54
2019-06-13,DIVIDEND,0.485
2019-03-14,DIVIDEND,0.485
2018-12-13,DIVIDEND,0.485
2018-09-17,DIVIDEND,0.485
2018-06-14,DIVIDEND,0.365
2018-03-14,DIVIDEND,0.365
2017-12-14,DIVIDEND,0.365
2017-09-14,DIVIDEND,0.365
2017-06-13,DIVIDEND,0.33
2017-03-10,DIVIDEND,0.33
2016-12-12,DIVIDEND,0.33
2016-09-13,DIVIDEND,0.33
