,action,value
2021-07-13,DIVIDEND,0.37
2021-04-07,DIVIDEND,0.37
2021-01-07,DIVIDEND,0.37
2020-10-07,DIVIDEND,0.35
2020-07-14,DIVIDEND,0.35
2020-04-08,DIVIDEND,0.35
2020-01-07,DIVIDEND,0.35
2019-10-09,DIVIDEND,0.35
2019-07-11,DIVIDEND,0.35
2019-04-10,DIVIDEND,0.35
2019-01-08,DIVIDEND,0.35
2018-10-11,DIVIDEND,0.35
2018-07-12,DIVIDEND,0.35
2018-04-10,DIVIDEND,0.35
2018-01-09,DIVIDEND,0.35
2017-10-12,DIVIDEND,0.35
2017-07-11,DIVIDEND,0.35
2017-04-10,DIVIDEND,0.35
2017-01-09,DIVIDEND,0.35
2016-10-10,DIVIDEND,0.35
2016-10-07,DIVIDEND,0.35
