,action,value
2021-06-03,DIVIDEND,1.14
2021-03-04,DIVIDEND,1.14
2020-12-03,DIVIDEND,1.07
2020-09-03,DIVIDEND,1.07
2020-06-04,DIVIDEND,1.07
2020-03-05,DIVIDEND,1.07
2019-12-05,DIVIDEND,1.03
2019-09-05,DIVIDEND,1.03
2019-06-06,DIVIDEND,1.03
2019-03-07,DIVIDEND,1.03
2018-12-06,DIVIDEND,1.0
2018-09-06,DIVIDEND,1.0
2018-06-07,DIVIDEND,1.0
2018-03-08,DIVIDEND,1.0
2017-12-07,DIVIDEND,0.97
2017-09-07,DIVIDEND,0.97
2017-06-07,DIVIDEND,0.97
2017-03-08,DIVIDEND,0.97
2016-12-07,DIVIDEND,0.92
2016-09-07,DIVIDEND,0.92
