,action,value
2021-08-12,DIVIDEND,1.04
2021-05-13,DIVIDEND,0.78
2021-02-18,DIVIDEND,0.78
2020-11-12,DIVIDEND,0.78
2020-08-13,DIVIDEND,0.78
2020-05-14,DIVIDEND,0.68
2020-02-20,DIVIDEND,0.68
2019-11-14,DIVIDEND,0.68
2019-08-15,DIVIDEND,0.68
2019-05-16,DIVIDEND,0.58
2019-02-21,DIVIDEND,0.58
2018-11-15,DIVIDEND,0.58
2018-08-16,DIVIDEND,0.58
2018-05-17,DIVIDEND,0.38
2018-02-15,DIVIDEND,0.38
2017-11-16,DIVIDEND,0.38
2017-08-16,DIVIDEND,0.38
2017-05-17,DIVIDEND,0.28
2017-02-15,DIVIDEND,0.28
2016-11-09,DIVIDEND,0.28
