,action,value
2021-08-31,DIVIDEND,0.27
2021-06-04,DIVIDEND,0.27
2021-02-26,DIVIDEND,0.27
2020-11-30,DIVIDEND,0.255
2020-08-31,DIVIDEND,0.255
2020-05-29,DIVIDEND,0.255
2020-02-28,DIVIDEND,0.255
2019-11-29,DIVIDEND,0.235
2019-08-30,DIVIDEND,0.235
2019-05-31,DIVIDEND,0.235
2019-02-28,DIVIDEND,0.235
2018-11-30,DIVIDEND,0.21
2018-08-31,DIVIDEND,0.21
2018-06-01,DIVIDEND,0.21
2018-02-28,DIVIDEND,0.21
2017-11-30,DIVIDEND,0.18
2017-08-30,DIVIDEND,0.18
2017-06-01,DIVIDEND,0.18
2017-02-27,DIVIDEND,0.18
2016-11-29,DIVIDEND,0.15
